,intent,source,target
1567,flight,is there a flight from nashville to houston in the evening tomorrow,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day B-depart_date.today_relative
1568,flight,what is the latest flight you have departing dallas to philadelphia,O O O B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name
1569,flight,show me flights from milwaukee to orlando on wednesday after 6 pm,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
1570,airfare,give me the lowest fare from atlanta to denver on may seventh please,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O
1571,flight,show me the cheapest flights from baltimore to dallas,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name
1572,flight,when is the first flight leaving from oakland to boston,O O O B-flight_mod O O O B-fromloc.city_name O B-toloc.city_name
1573,flight,find all flights from philadelphia to dallas stopping in atlanta,O O O O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.city_name
1574,flight,list american airlines flights from newark to nashville,O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
1575,flight,may i see all the flights from washington to san francisco please,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O
1576,flight,show me the flights to and from love field,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name
1577,flight,i would like some information on a flight from denver to san francisco on united airlines,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name
1578,aircraft,what planes are used by twa,O O O O O B-airline_code
1579,flight,i want a flight from long beach to st. louis that stops in dallas,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name
1580,flight,i 'd like to see all the one way flights from denver to pittsburgh,O O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
1581,flight,i 'd like flights on american airlines from philadelphia to dallas arriving before 1145 am,O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
1582,aircraft,please inform me the type of aircraft used on a flight from atlanta to denver before 12 o'clock noon,O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
1583,abbreviation,what does fare code y mean,O O O O B-fare_basis_code O
1584,flight,what are the morning flights from boston to philadelphia,O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name
1585,flight,a first class flight to san francisco on american airlines tuesday next week,O B-class_type I-class_type O O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name B-depart_date.day_name B-depart_date.date_relative O
1586,flight,i need information on flights for tuesday leaving baltimore for dallas dallas to boston and boston to baltimore,O O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name O B-toloc.city_name
1587,abbreviation,what is the ap 57 restriction,O O O B-restriction_code I-restriction_code O
1588,flight,now show me flights from pittsburgh to philadelphia,O O O O O B-fromloc.city_name O B-toloc.city_name
1589,flight,are there any direct flights from atlanta to philadelphia arriving in philadelphia about 12 noon,O O O B-connect O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
1590,flight,what is the earliest flight from oakland to washington dc on sunday,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name
1591,airline,what airlines fly from boston to pittsburgh,O O O O B-fromloc.city_name O B-toloc.city_name
1592,flight,i want a flight from toronto to san diego that stops in st. louis are there flights,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name I-stoploc.city_name O O O
1593,flight,could you please tell me the cheapest flight from boston to san francisco,O O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
1594,distance,what is the distance between pittsburgh airport and downtown pittsburgh,O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name
1595,flight,from las vegas to montreal,O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
1596,flight,what northwest airline flights leave denver before noon,O B-airline_name I-airline_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time
1597,flight,show all flights on united airlines from san francisco to denver to washington dc,O O O O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-toloc.city_name B-toloc.state_code
1598,flight,what is the latest flight from philadelphia to boston,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name
1599,flight_time,what times does continental depart from boston to san francisco,O B-flight_time O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
1600,flight,i 'd like to see flights from pittsburgh to philadelphia,O O O O O O O B-fromloc.city_name O B-toloc.city_name
1601,airfare,what is the cheapest fare from denver to pittsburgh,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name
1602,flight,list all flights from denver to philadelphia,O O O O B-fromloc.city_name O B-toloc.city_name
1603,flight,please show flights arriving in philadelphia from denver,O O O O O B-toloc.city_name O B-fromloc.city_name
1604,flight,what flights do you have from milwaukee to tampa,O O O O O O B-fromloc.city_name O B-toloc.city_name
1605,flight,flights from baltimore to washington dc,O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
1606,flight,give me the cheapest flight from dallas to baltimore on saturday,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
1607,airfare,what are the most expensive first class tickets between atlanta and dallas,O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name
1608,flight,show me the flights from san diego to san francisco on southwest airlines,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name
1609,flight,list daily flights from denver to baltimore with first class service,O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O B-class_type I-class_type O
1610,flight,show me all the flights arriving in charlotte around 5 pm next monday please,O O O O O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name O
1611,quantity,how many first class flights does united have leaving from all airports today,O O B-class_type I-class_type O O B-airline_name O O O O O B-depart_date.today_relative
1612,quantity,how many flights does each airline have with booking class k,O O O O O O O O O O B-fare_basis_code
1613,flight,may i fly from san francisco to baltimore,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
1614,flight,i 'd like to make a round trip from la to newark by way of charlotte,O O O O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name
1615,flight,flight information from san francisco to pittsburgh,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
1616,airfare,coach fares only weekdays for denver to boston,B-class_type O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name
1617,flight,list lowest cost flight from dallas to baltimore,O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name
1618,flight,i would like to fly from boston to atlanta,O O O O O O B-fromloc.city_name O B-toloc.city_name
1619,quantity,how many cities are served by delta airlines with first class flights,O O O O O O B-airline_name I-airline_name O B-class_type I-class_type O
1620,flight,please give me flight schedules from pittsburgh to philadelphia,O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
1621,ground_service,show me the ground transportation in denver,O O O O O O B-city_name
1622,flight,what flights go from philadelphia to san francisco via dallas,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-stoploc.city_name
1623,flight,flight from dallas to boston tomorrow,O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative
1624,flight,american flights from cincinnati to houston,B-airline_name O O B-fromloc.city_name O B-toloc.city_name
1625,flight,and flights leaving from atlanta to oakland leaving after 5 pm,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time
1626,flight,on friday i need to see all flights that leave atlanta and arrive in dallas before 6 pm,O B-depart_date.day_name O O O O O O O O B-fromloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
1627,flight,show me all flights from new york to miami on a tuesday with round trip fare less than 932 dollars,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O B-round_trip I-round_trip O B-cost_relative O B-fare_amount I-fare_amount
1628,flight,i 'm looking for a flight from boston to denver that has no stopovers and is only in the afternoon,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-flight_stop O O O O O B-depart_time.period_of_day
1629,flight,i 'd like flights on american from philadelphia to dallas arriving before 1145 am,O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
1630,flight,list all flights from long beach to columbus on sunday,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
1631,flight,give me all nonstops from new york city to las vegas that arrive on a sunday,O O O B-flight_stop O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-arrive_date.day_name
1632,flight,what are the flights from boston to san francisco leaving tomorrow,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.today_relative
1633,flight,now i need a flight on tuesday from phoenix to detroit,O O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name
1634,flight,what is the earliest flight from washington to san francisco,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
1635,flight,find any flight from boston to oakland stopping in denver,O O O O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.city_name
1636,flight,okay let 's see do you have a flight on delta airline from atlanta to boston,O O O O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name
1637,flight,do you have a flight from salt lake city to st. petersburg on june second,O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
1638,flight,show me the nonstop flights from dallas to houston,O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name
1639,flight,can you list flights departing from las vegas and arriving in san diego,O O O O O O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name
